Repository Name,Created At,Stars,Pull Requests,Releases,Issues,Closed Issues,Language
selenium,2013-01-14T21:40:56Z,31636,4522,102,10647,10511,Java
modern-unix,2021-01-12T00:50:14Z,31630,60,0,81,30,N/A
AnotherRedisDesktopManager,2019-01-08T06:01:56Z,31596,222,53,1039,916,JavaScript
RevokeMsgPatcher,2019-07-21T15:12:52Z,31523,13,20,758,690,C#
ControlNet,2023-02-01T02:43:30Z,31514,43,0,564,138,Python
unsloth,2023-11-29T16:50:09Z,31497,384,11,1402,656,Python
jax,2018-10-25T21:25:02Z,31384,17674,118,5978,4477,Python
graphql-engine,2018-06-18T07:57:36Z,31365,3388,280,6333,4083,TypeScript
awesome-docker,2014-09-21T17:01:48Z,31349,1014,1,129,127,N/A
awesome-php,2013-11-26T03:14:19Z,31345,1143,0,152,150,N/A
bruno,2022-09-27T20:51:45Z,31313,1396,124,2384,1274,JavaScript
crawl4ai,2024-05-09T09:48:50Z,31305,106,0,474,413,Python
nps,2018-11-04T13:22:51Z,31285,108,59,1191,697,Go
detectron2,2019-09-05T21:30:20Z,31275,697,10,3537,3083,Python
C-Plus-Plus,2016-07-16T10:19:45Z,31273,2575,0,313,305,C++
yew,2017-12-16T14:19:02Z,31256,2228,35,1251,1128,Rust
jq,2012-07-18T19:57:25Z,31247,992,13,2231,1868,C
browser-use,2024-10-31T16:00:56Z,31128,382,36,363,132,Python
learnGitBranching,2012-08-13T22:36:09Z,31100,679,0,503,461,JavaScript
serenity,2018-12-02T19:28:41Z,31099,21423,0,4211,3497,C++
swr,2019-10-28T18:16:01Z,31062,955,118,936,808,TypeScript
rxjs,2015-03-15T06:17:10Z,31035,3906,2,3156,2937,TypeScript
fairseq,2017-08-29T16:26:12Z,31031,1361,16,4219,3055,Python
vimrc,2012-05-29T16:19:29Z,31029,252,0,516,510,Vim Script
OpenVoice,2023-11-29T12:17:01Z,31025,54,0,274,55,Python
llvm-project,2016-12-07T09:39:33Z,31018,46802,123,80763,55913,LLVM
html2canvas,2011-07-16T01:05:58Z,31001,499,45,2601,1657,TypeScript
remote-jobs,2015-10-13T03:49:25Z,30994,1675,0,179,159,JavaScript
spaCy,2014-07-03T15:15:40Z,30969,4036,127,5683,5524,Python
HowToLiveLonger,2022-04-16T04:15:18Z,30960,25,0,129,103,N/A
MS-DOS,2018-06-25T18:26:02Z,30959,373,0,0,0,Assembly
jQuery-File-Upload,2010-12-01T15:35:32Z,30952,374,0,3307,3258,PHP
ShareX,2013-10-08T23:32:10Z,30916,1113,80,6642,6053,C#
lottie-web,2015-02-20T21:02:59Z,30895,260,0,2881,2122,JavaScript
Blog,2017-03-13T10:04:33Z,30892,8,0,331,100,N/A
nacos,2018-06-15T06:49:27Z,30876,4154,76,8810,8575,Java
pnpm,2016-01-28T07:40:43Z,30844,3380,983,4533,2817,TypeScript
aseprite,2014-08-19T23:44:50Z,30834,878,114,4061,2376,C++
pytorch-tutorial,2017-03-10T07:41:47Z,30819,71,0,179,113,Python
remix,2020-10-26T19:57:28Z,30791,4665,155,2580,2305,TypeScript
cline,2024-07-06T07:28:10Z,30784,435,49,936,584,TypeScript
floating-ui,2016-03-29T17:00:47Z,30713,1335,467,1413,1381,TypeScript
etcher,2015-10-27T16:53:23Z,30665,2077,284,2305,1810,TypeScript
dotfiles,2011-09-05T18:07:54Z,30597,626,0,392,248,Shell
outline,2016-05-22T21:31:47Z,30591,3113,141,3139,3032,TypeScript
LocalAI,2023-03-18T22:58:02Z,30580,3648,69,941,538,Go
WxJava,2016-01-06T08:24:05Z,30570,1218,30,2271,2239,Java
p3c,2017-06-23T06:15:51Z,30565,137,0,858,698,Kotlin
cockroach,2014-02-06T00:18:47Z,30533,71055,0,70641,64726,Go
libpku,2018-11-22T13:33:06Z,30517,34,0,41,31,TeX
echo,2015-03-01T17:43:01Z,30503,1008,108,1435,1381,Go
v2ray-core,2019-04-15T10:05:54Z,30454,1272,100,1005,971,Go
union,2023-05-16T22:33:39Z,30450,2146,76,1649,1404,Rust
slate,2016-06-18T01:52:42Z,30391,2460,186,3156,2502,TypeScript
spring-boot-examples,2016-11-05T05:32:33Z,30380,53,0,108,99,Java
YesPlayMusic,2020-10-09T10:04:21Z,30370,409,31,1782,1188,Vue
linux-insides,2015-01-03T18:44:57Z,30351,664,0,185,152,Python
lede,2017-09-06T07:39:03Z,30349,3502,6,8929,8186,C
CyberChef,2016-11-28T10:34:07Z,30348,775,447,1009,602,JavaScript
rufus,2011-11-19T19:12:05Z,30339,218,81,2428,2420,C
mmdetection,2018-08-22T07:06:06Z,30320,3173,53,8431,6732,Python
NeteaseCloudMusicApi,2016-06-22T11:58:03Z,30304,457,0,1337,1190,N/A
full-stack-fastapi-template,2019-02-23T15:08:34Z,30296,607,10,420,257,TypeScript
winutil,2022-04-28T02:25:19Z,30183,1171,17,1731,1542,PowerShell
chatbot-ui,2023-03-11T14:53:14Z,30079,741,0,973,814,TypeScript
Sortable,2013-12-19T10:10:13Z,30072,511,30,1800,1342,JavaScript
calculator,2019-01-28T17:55:49Z,30062,1177,0,1076,713,C++
symfony,2010-01-04T14:21:21Z,30055,34320,537,20743,20219,PHP
manim,2020-05-19T02:37:13Z,30047,2338,29,1594,1180,Python
HEAD,2016-04-20T20:05:37Z,30027,154,0,93,73,N/A
awesome-cto,2016-12-16T19:22:18Z,30016,27,0,11,9,N/A
qBittorrent,2012-02-04T09:37:46Z,29985,4652,0,16394,13605,C++
layui,2015-09-22T08:12:03Z,29980,840,136,1216,1171,JavaScript
refine,2021-01-20T12:01:32Z,29959,4788,1000,1582,1557,TypeScript
tabby,2023-03-16T09:18:01Z,29957,2943,191,827,667,Rust
bulletproof-react,2021-05-30T14:47:16Z,29950,113,0,107,76,TypeScript
webtorrent,2013-10-15T08:16:40Z,29949,1175,210,1652,1586,JavaScript
minikube,2016-04-15T22:38:35Z,29949,10532,150,9849,9344,Go
dokku,2013-06-08T10:26:57Z,29946,4437,294,2766,2719,Shell
go-zero,2020-08-07T15:37:57Z,29945,2851,125,1730,1514,Go
interactive-coding-challenges,2015-04-28T21:36:39Z,29941,242,0,68,32,Python
sharp,2013-08-19T20:24:24Z,29910,425,88,3899,3771,JavaScript
stanford_alpaca,2023-03-10T23:33:09Z,29837,49,0,271,98,Python
jsPDF,2009-12-06T14:56:32Z,29810,1292,34,2524,2409,JavaScript
sequelize,2010-07-22T07:11:11Z,29794,6697,484,10367,9503,TypeScript
vue-cli,2015-12-26T23:11:20Z,29759,1815,177,5492,4558,JavaScript
mpv,2012-10-13T08:08:44Z,29751,5158,86,10258,9414,C
Real-ESRGAN,2021-07-19T03:23:30Z,29730,94,10,700,169,Python
foundation-sites,2011-10-13T23:05:42Z,29723,4106,79,8229,8180,HTML
Reactive-Resume,2020-03-25T14:08:22Z,29681,758,95,1447,1238,TypeScript
bubbletea,2020-01-10T21:04:03Z,29674,789,55,327,260,Go
Umi-OCR,2022-03-28T04:01:46Z,29673,52,30,648,475,Python
lossless-cut,2016-10-30T10:49:56Z,29672,254,99,1535,1359,TypeScript
fabric.js,2010-06-09T22:24:38Z,29669,3119,165,6130,5730,JavaScript
siyuan,2020-08-30T09:21:35Z,29607,505,742,13611,13272,TypeScript
AI-Expert-Roadmap,2020-10-24T21:49:40Z,29568,18,0,65,46,JavaScript
editor.js,2015-11-28T20:56:35Z,29565,1149,100,1503,919,TypeScript
leakcanary,2015-04-29T23:54:16Z,29557,1069,43,1610,1512,Kotlin
influxdb,2013-09-26T14:31:10Z,29535,11869,87,13754,11732,Rust
hutool,2014-04-13T07:23:51Z,29532,912,149,2885,2882,Java
project-guidelines,2017-06-30T10:17:55Z,29520,134,0,38,29,JavaScript
uppy,2015-11-16T12:32:33Z,29517,3258,132,2378,2235,TypeScript
react-boilerplate,2015-02-18T14:36:32Z,29513,1194,16,1905,1822,JavaScript
kafka,2011-08-15T18:06:16Z,29500,19007,0,0,0,Java
phantomjs,2010-12-27T08:18:58Z,29485,1137,0,4745,4731,C++
fabric,2024-01-03T23:18:31Z,29479,419,92,587,412,Go
netron,2010-12-26T12:53:43Z,29438,249,3,1175,1154,JavaScript
stats,2019-05-29T19:24:56Z,29432,463,284,1931,1911,Swift
500lines,2013-11-04T02:02:53Z,29409,233,0,70,39,JavaScript
OpenAPI-Specification,2014-03-03T16:53:36Z,29398,1690,12,2291,2120,Markdown
backstage,2020-01-24T22:39:49Z,29369,21114,406,6569,6224,TypeScript
Mr.-Ranedeer-AI-Tutor,2023-03-31T12:37:26Z,29367,30,3,47,34,N/A
comprehensive-rust,2022-12-21T15:17:24Z,29364,2265,0,320,214,Rust
particles.js,2014-09-06T14:29:47Z,29341,117,6,407,106,JavaScript
roop,2023-05-28T14:37:54Z,29340,225,6,0,0,Python
Hover,2014-01-02T14:27:35Z,29340,67,10,107,83,SCSS
servo,2012-02-08T19:07:25Z,29336,22401,0,13072,9929,Rust
apollo,2016-03-04T10:24:23Z,29333,1737,41,3295,3159,Java
tqdm,2015-06-03T13:13:14Z,29323,577,131,1013,584,Python
GPTs,2023-11-11T03:24:16Z,29310,58,0,27,21,N/A
standard,2015-01-27T01:23:31Z,29265,697,7,1232,1121,JavaScript
awesome-macos-command-line,2015-09-22T19:37:55Z,29260,181,0,0,0,N/A
ruoyi-vue-pro,2021-01-24T03:18:25Z,29250,161,34,523,512,Java
es6features,2014-03-03T18:29:30Z,29227,77,0,57,36,N/A
algo,2016-05-15T03:42:48Z,29200,734,2,1603,1429,Jinja
rocksdb,2012-11-30T06:16:18Z,29178,9883,200,3290,2599,C++
directus,2012-12-12T01:35:36Z,29147,8877,327,8984,8458,TypeScript
paper-reading,2021-10-22T06:34:51Z,29119,19,0,0,0,N/A
awesome-python-cn,2015-11-03T09:50:50Z,29115,82,0,31,18,Makefile
cheerio,2011-10-09T04:23:20Z,29103,3185,58,1206,1178,TypeScript
COVID-19,2020-02-04T22:03:53Z,29088,2773,0,3759,2079,N/A
alpine,2019-11-28T13:51:55Z,29079,958,136,609,608,HTML
MonitorControl,2017-09-16T21:13:40Z,29048,262,26,957,950,Swift
data-engineering-zoomcamp,2021-10-21T09:32:50Z,29024,563,0,133,132,Jupyter Notebook
pytorch-lightning,2019-03-31T00:45:57Z,29018,10382,163,7221,6352,Python
folly,2012-06-01T20:49:04Z,29002,1162,228,1182,912,C++
swift-algorithm-club,2016-01-26T17:56:12Z,28958,803,0,215,183,Swift
weekly,2017-03-20T06:10:04Z,28951,148,193,365,363,JavaScript
CheatSheetSeries,2018-12-21T14:26:43Z,28916,1099,0,481,438,Python
tiptap,2018-08-20T19:58:58Z,28911,1426,850,2947,2419,TypeScript
numpy,2010-09-13T23:02:39Z,28889,15204,125,13120,11112,Python
Data-Science-For-Beginners,2021-03-03T16:30:15Z,28857,402,0,117,95,Jupyter Notebook
k3s,2018-05-31T01:37:46Z,28853,4298,830,6455,6333,Go
composer,2011-06-08T08:53:00Z,28832,4055,209,7793,7685,PHP
canal,2013-01-13T10:59:52Z,28826,697,32,4647,3551,Java
django-rest-framework,2011-03-02T17:13:56Z,28820,4752,19,0,0,Python
croc,2017-10-17T15:20:18Z,28804,347,172,520,513,Go
css-protips,2015-08-29T12:29:03Z,28799,135,0,60,59,N/A
docsify,2016-11-20T07:55:43Z,28791,1136,14,1276,1133,JavaScript
surrealdb,2021-12-09T15:03:29Z,28743,2126,66,1942,1268,Rust
todomvc,2011-06-03T19:56:33Z,28732,1369,6,784,661,JavaScript
lux,2018-02-24T11:29:03Z,28717,339,86,1046,539,Go
lighthouse,2016-03-08T01:03:11Z,28715,6154,116,9091,8539,JavaScript
consul,2013-11-04T22:15:27Z,28702,16354,199,5499,4265,Go
mediapipe,2019-06-13T19:16:41Z,28682,541,59,5306,4931,C++
server,2016-06-02T07:44:14Z,28673,29978,308,19449,17234,PHP
python-guide,2011-03-15T03:24:20Z,28671,856,0,269,176,Batchfile
postcss,2013-09-24T23:06:48Z,28665,918,265,1008,984,TypeScript
CasaOS,2021-09-26T02:33:09Z,28640,284,96,1431,833,Go
SpringAll,2018-05-02T02:48:44Z,28612,25,0,48,27,Java
slick,2014-03-24T02:10:05Z,28604,699,48,3613,2403,JavaScript
k9s,2019-01-25T18:46:02Z,28599,1199,233,1949,1389,Go
linkedin-skill-assessments-quizzes,2019-07-13T19:52:56Z,28574,6011,1,890,807,N/A
Hello-Python,2022-08-03T17:14:53Z,28561,10,0,152,130,Python
react-spring,2018-03-07T15:39:32Z,28478,597,50,1244,1141,TypeScript
vuex,2015-07-16T04:21:26Z,28461,983,51,1265,1166,JavaScript
handson-ml2,2019-01-08T03:49:07Z,28441,136,0,514,300,Jupyter Notebook
machine-learning-for-software-engineers,2016-10-09T21:20:25Z,28364,96,0,26,9,N/A
llama3,2024-03-15T17:57:00Z,28362,96,0,284,118,Python
android_guides,2013-06-19T10:24:45Z,28347,23,0,379,219,N/A
plyr,2015-02-14T11:33:07Z,28338,557,88,2099,1220,JavaScript
Clone-Wars,2020-12-02T11:10:16Z,28325,170,0,81,70,N/A
xxl-job,2015-11-28T12:59:34Z,28319,517,36,3135,2484,Java
Free-Certifications,2020-07-31T10:26:19Z,28309,150,0,96,67,N/A
spring-cloud-alibaba,2017-12-01T20:49:15Z,28238,1481,47,2441,2188,Java
UTM,2019-04-12T16:09:24Z,28234,357,118,3228,2352,Swift
react-three-fiber,2019-02-25T14:31:51Z,28228,772,119,1073,1018,TypeScript
puter,2024-03-03T01:44:32Z,28227,537,8,538,382,JavaScript
async,2010-06-01T21:01:30Z,28224,870,7,1139,1133,JavaScript
ladybird,2024-05-30T09:18:10Z,28165,2957,0,702,361,C++
JavaScript30,2016-12-07T19:15:31Z,28122,698,0,0,0,HTML
the-super-tiny-compiler,2016-03-11T04:19:18Z,28121,60,0,0,0,JavaScript
trilium,2017-05-23T00:30:20Z,28106,373,297,3499,2614,JavaScript
backbone,2010-09-30T19:41:28Z,28102,1868,0,2404,2364,JavaScript
immer,2017-12-29T12:25:47Z,28102,487,109,665,632,JavaScript
tinygrad,2020-10-18T16:23:12Z,28088,8251,11,863,739,Python
druid,2011-11-03T05:12:51Z,28068,1839,51,4482,2276,Java
DevToys,2021-09-29T01:40:41Z,28059,536,38,883,657,C#
ChatGPT,2022-12-03T14:35:24Z,28058,351,277,805,794,Python
tuning_playbook,2023-01-18T23:32:32Z,28032,27,0,43,34,N/A
cobalt,2022-07-08T18:12:55Z,28032,356,0,731,598,Svelte
fish-shell,2012-05-10T03:00:55Z,28032,3510,45,7382,6956,Rust
Complete-Python-3-Bootcamp,2018-02-12T19:30:10Z,28013,261,0,361,223,Jupyter Notebook
tokio,2016-09-09T22:31:36Z,27990,4077,126,2385,2095,Rust
nginxconfig.io,2018-01-05T14:21:14Z,27979,244,0,238,184,JavaScript
filebrowser,2015-09-11T21:21:58Z,27938,783,62,2536,2449,Go
stb,2014-05-25T16:51:23Z,27919,763,0,850,687,C
reverse-interview,2019-09-08T13:38:40Z,27915,104,0,25,18,N/A
data-science-ipython-notebooks,2015-01-23T19:38:29Z,27885,66,0,41,22,Python
viper,2014-04-02T14:33:33Z,27880,930,32,885,478,Go
os-tutorial,2014-09-29T08:39:34Z,27857,104,0,176,104,C
mantine,2021-01-07T14:02:19Z,27842,1813,252,2949,2925,TypeScript
react-select,2014-08-26T04:27:45Z,27833,1765,59,3607,3247,TypeScript
xstate,2015-09-14T15:04:15Z,27828,2343,400,1369,1272,TypeScript
cursor,2023-03-12T00:19:42Z,27819,83,0,2467,1078,N/A
xyflow,2019-07-15T14:47:30Z,27787,1545,294,2124,2015,TypeScript
glances,2011-12-04T08:49:15Z,27782,920,49,1981,1803,Python
medusa,2020-01-18T13:39:04Z,27778,7885,113,2757,2673,TypeScript
waifu2x,2015-05-17T07:29:15Z,27758,79,3,362,209,Lua
Charts,2015-03-20T10:49:12Z,27742,948,38,4267,3383,Swift
aider,2023-05-09T18:57:49Z,27737,476,81,2844,2336,Python
mobx,2015-03-14T14:31:38Z,27737,1338,112,1962,1911,TypeScript
GPT_API_free,2023-04-23T12:42:08Z,27726,7,0,332,275,Python
applied-ml,2020-07-04T18:57:47Z,27722,229,0,24,22,N/A
restic,2014-04-27T14:07:58Z,27698,2528,47,2710,2347,Go
jan,2023-08-17T02:17:10Z,27680,2153,73,2191,2052,TypeScript
90DaysOfDevOps,2021-12-26T13:55:18Z,27668,403,2,89,80,Shell
ink,2017-06-12T06:12:28Z,27659,308,53,357,290,TypeScript
DeepFaceLive,2020-12-15T12:19:22Z,27657,25,35,144,143,Python
diffusers,2022-05-30T16:04:02Z,27629,5476,81,4530,4125,Python
vhr,2018-01-04T08:57:51Z,27598,80,0,254,96,Java
gitbook,2014-03-31T03:01:56Z,27575,966,21,1866,1829,TypeScript
hosts,2012-04-12T20:22:50Z,27536,678,731,2022,1944,Python
yapi,2016-05-30T09:09:09Z,27503,298,1,2446,921,JavaScript
helm,2015-10-06T01:07:32Z,27492,5701,204,7940,7557,Go
CLIP,2020-12-16T11:24:42Z,27490,65,0,412,189,Jupyter Notebook
textual,2021-04-08T15:24:47Z,27455,2303,166,2106,1938,Python
Daily-Interview-Question,2019-01-19T10:49:00Z,27454,23,0,560,298,JavaScript
ResumeSample,2014-09-08T08:08:13Z,27432,11,0,0,0,N/A
vnpy,2015-03-02T03:36:58Z,27427,1494,62,2076,2070,Python
python-fire,2017-02-21T21:35:07Z,27418,242,11,326,198,Python
motion,2018-11-16T09:48:38Z,27396,1128,0,1746,1499,TypeScript
underscore,2009-10-25T18:31:06Z,27378,1562,0,1424,1394,JavaScript
Python-programming-exercises,2012-06-14T07:56:46Z,27317,119,0,85,17,N/A
Xray-core,2020-11-09T11:23:10Z,27300,1165,78,2363,2355,Go
aos,2015-07-09T17:49:00Z,27284,143,0,700,360,JavaScript
weui,2014-12-18T04:09:54Z,27264,283,51,668,615,HTML
Jobs_Applier_AI_Agent_AIHawk,2024-08-04T12:15:06Z,27250,332,0,681,653,Python
mindsdb,2018-08-02T17:56:45Z,27245,5887,283,4105,4026,Python
TrackersListCollection,2019-10-03T15:55:07Z,27231,16,0,0,0,N/A
Retrieval-based-Voice-Conversion-WebUI,2023-03-27T09:59:10Z,27219,694,7,1777,1274,Python
dragonfly,2021-12-11T10:00:42Z,27209,2982,91,1462,1263,C++
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,2013-01-14T15:46:28Z,27204,324,0,245,90,Jupyter Notebook
ghostty,2022-03-29T17:38:26Z,27193,2245,1,1618,1482,Zig
it-tools,2020-04-05T11:50:24Z,27191,870,10,556,190,Vue
awesome-sysadmin,2014-12-23T08:41:22Z,27130,487,0,100,86,N/A
dnSpy,2015-07-01T16:05:10Z,27129,83,1,0,0,C#
AdGuardHome,2016-07-06T10:31:47Z,27114,483,195,5561,4538,Go
mongoose,2010-04-06T21:39:05Z,27109,4003,176,10957,10740,JavaScript
firecracker,2017-10-19T06:18:47Z,27097,3535,75,1432,1372,Rust
JCSprout,2017-12-17T09:06:50Z,27092,114,0,89,59,Java
Tvlist-awesome-m3u-m3u8,2017-02-18T03:59:25Z,27063,13,0,70,47,N/A
commander.js,2011-08-14T21:33:58Z,27063,1207,82,1105,1100,JavaScript
turborepo,2021-10-05T17:37:11Z,27037,6750,464,1836,1707,Rust
Web,2017-01-03T11:44:33Z,27015,85,0,212,152,N/A
python-telegram-bot,2015-07-07T15:30:39Z,27004,1965,121,2222,2206,Python
tdesktop,2014-05-02T12:36:31Z,26990,2097,770,14697,13836,C++
crewAI,2023-10-27T03:26:59Z,26986,861,76,1135,1023,Python
swagger-ui,2011-07-15T22:56:39Z,26962,4361,351,5551,4389,JavaScript
legacy-homebrew,2009-05-20T19:38:37Z,26961,33606,0,17029,17029,N/A
codemirror5,2011-01-14T13:44:03Z,26958,2889,173,4195,3788,JavaScript
redash,2013-10-28T13:19:39Z,26946,4291,99,2534,1940,Python
coder2gwy,2020-12-30T14:40:50Z,26904,4,0,155,28,N/A
wails,2018-12-15T23:14:06Z,26889,1649,227,1926,1674,Go
firecrawl,2024-04-15T21:02:29Z,26886,718,12,480,378,TypeScript
ace,2010-10-27T10:43:36Z,26867,2401,97,3127,3040,JavaScript
rethinkdb,2012-10-30T05:37:47Z,26856,694,72,6392,5047,C++
Avalonia,2013-12-05T20:13:21Z,26851,5900,98,7505,5920,C#
kit,2015-02-03T00:01:19Z,26829,665,13,567,527,Go
angular-cli,2015-06-04T19:49:37Z,26829,13407,795,15793,15514,TypeScript
headlessui,2020-09-16T09:53:09Z,26824,764,120,1346,1254,TypeScript
mongo,2009-01-15T16:15:18Z,26811,1584,0,0,0,C++
rust-course,2018-08-07T05:01:21Z,26807,907,0,206,148,Rust
k6,2016-03-21T15:30:24Z,26802,2304,68,2218,1525,Go
Faker,2011-10-14T22:49:02Z,26795,1503,12,570,494,PHP
vue-vben-admin,2020-07-11T02:29:21Z,26793,1968,54,3105,3038,Vue
anoma,2021-02-02T10:00:16Z,26774,1102,7,627,513,Elixir
taichi,2016-11-24T10:00:05Z,26769,5842,117,2681,1867,C++
gitflow,2010-01-20T23:14:12Z,26759,223,0,364,126,Shell
hangzhou_house_knowledge,2018-02-24T01:54:18Z,26742,13,0,148,49,CSS
openssl,2013-01-15T22:34:48Z,26741,15145,274,10314,8686,C
data-engineer-handbook,2023-11-19T19:47:41Z,26685,218,0,44,35,Jupyter Notebook
duckdb,2018-06-26T15:04:45Z,26661,7951,46,5563,5252,C++
fastai,2017-09-09T17:43:36Z,26658,2242,55,1807,1594,Jupyter Notebook
xgboost,2014-02-06T17:28:03Z,26621,5858,62,5402,5025,C++
react-virtualized,2015-11-03T00:48:07Z,26613,640,6,1217,1214,JavaScript
so-vits-svc,2023-03-10T09:31:09Z,26581,186,0,129,108,Python
Rectangle,2019-06-21T21:34:53Z,26515,275,89,665,570,Swift
vagrant,2010-01-21T08:34:27Z,26493,3882,134,9563,8887,Ruby
30-Days-Of-React,2020-09-29T13:38:54Z,26479,346,0,76,18,JavaScript
nodemon,2010-10-03T12:50:52Z,26459,535,102,1672,1670,JavaScript
cascadia-code,2019-07-10T22:50:20Z,26455,126,20,638,496,Python
drizzle-orm,2021-06-24T09:03:05Z,26443,923,128,2675,1564,TypeScript
vscodium,2018-08-13T14:26:58Z,26413,565,212,1381,1262,Shell
srs,2015-04-29T06:59:32Z,26409,792,66,1461,1259,C++
create-t3-app,2022-05-24T13:31:01Z,26407,1353,135,706,647,TypeScript
spleeter,2019-09-26T15:40:46Z,26404,126,2,784,561,Python
kitty,2016-10-16T14:48:28Z,26381,1380,121,5896,5881,Python
GoodbyeDPI,2017-05-16T18:48:52Z,26376,57,30,694,566,C
the_silver_searcher,2011-11-19T19:50:47Z,26365,696,0,849,412,C
khoj,2021-08-16T01:48:44Z,26357,493,127,517,449,Python
Detectron,2017-10-05T17:32:00Z,26302,103,0,926,620,Python
MinerU,2024-02-29T08:52:34Z,26297,667,91,1001,935,Python
quasar,2015-10-05T15:45:36Z,26291,4706,989,7909,7398,JavaScript
miaosha,2018-09-14T04:36:24Z,26257,71,0,82,80,Java
nprogress,2013-08-20T13:58:02Z,26248,95,7,155,52,JavaScript
ChatDev,2023-08-28T02:18:13Z,26228,201,9,270,246,Python
emscripten,2011-02-12T05:23:30Z,26194,13678,0,9532,7678,C++
cmder,2013-07-09T07:44:22Z,26194,610,34,2281,2227,C++
awesome-electron,2015-04-23T11:48:53Z,26133,676,0,44,42,N/A
Signal-Android,2011-12-15T20:01:12Z,26128,2883,81,11000,10614,Kotlin
jumpserver,2014-07-04T03:54:59Z,26116,7903,240,6935,6898,Python
nginx,2015-06-23T10:26:27Z,26079,247,4,208,93,C
fastText,2016-07-16T13:38:42Z,26077,268,4,1077,611,HTML
ExplorerPatcher,2021-08-09T14:17:24Z,26071,53,287,2287,2055,C
lottie-ios,2016-10-06T22:38:38Z,26053,879,69,1444,1417,Swift
next-auth,2018-01-27T12:28:16Z,26039,3125,1000,4796,4482,TypeScript
darknet,2014-04-11T07:59:16Z,26032,268,0,2373,561,C
awesome-vscode,2016-02-07T23:02:45Z,26014,334,0,50,26,JavaScript
hacker-laws,2018-01-25T03:46:34Z,25959,206,1,210,71,Shell
ItChat,2016-01-19T07:49:48Z,25954,111,13,905,623,Python
select2,2012-03-04T18:43:12Z,25953,1531,29,4825,4718,JavaScript
go-patterns,2015-12-14T22:05:06Z,25931,96,0,30,13,Go
DeepSpeech,2016-06-02T15:04:53Z,25909,1679,105,2112,1986,C++
fonts,2012-12-19T13:31:50Z,25899,139,1,253,98,Shell
table,2016-10-20T17:25:08Z,25848,1325,267,2469,2273,TypeScript
everyone-can-use-english,2019-03-15T16:33:53Z,25831,691,46,430,370,TypeScript
refined-github,2016-02-15T16:45:02Z,25822,3865,166,4323,4209,TypeScript
setup-ipsec-vpn,2016-01-07T16:44:12Z,25812,106,0,1482,1482,Shell
Telegram,2013-10-25T14:08:10Z,25811,676,95,0,0,Java
fyne,2018-02-04T22:07:16Z,25809,2284,49,2988,2325,Go
awesome-datascience,2014-07-05T07:07:43Z,25783,394,11,60,59,N/A
fastjson,2011-11-03T06:58:52Z,25777,870,84,3630,1695,Java
fetch,2014-10-13T00:26:19Z,25766,399,56,655,647,JavaScript
iced,2019-07-15T22:34:46Z,25754,1273,17,1157,862,Rust
llm.c,2024-04-08T16:58:11Z,25733,598,0,145,66,Cuda
awesome-actions,2018-10-17T17:53:45Z,25727,605,0,41,27,N/A
Modernizr,2009-09-25T20:13:23Z,25717,1239,27,1495,1324,JavaScript
fe-interview,2019-04-17T03:05:58Z,25708,17,2,6035,26,JavaScript
